instance,family,m,replicate,data_split,arm,gate,mode,split,nominal_winner,focal_level,focal_certified,focal_certified_volume,focal_boxes,focal_seconds,focal_budget_exhausted,rho_lower,box_budget,witness_level,witness_unique
spherical-10-3,spherical,10,3,calibration,A1_decision_independent,decision,independent,widest,0,0.02,False,0.0,300,0.1961691250326112,True,0.0,300,0.005,True
spherical-10-3,spherical,10,3,calibration,A2_decision_joint,decision,joint,widest,0,0.02,False,0.0,300,0.21515974996145815,True,0.0,300,0.005,True
spherical-10-3,spherical,10,3,calibration,A3_decision_joint_relevant,decision,joint,decision,0,0.02,False,0.0,300,0.22049812506884336,True,0.0,300,0.005,True
spherical-10-4,spherical,10,4,test,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.20856662502046674,True,0.0,300,0.05,True
spherical-10-4,spherical,10,4,test,A1_decision_independent,decision,independent,widest,8,0.02,False,8.673617379884035e-19,300,0.19446933397557586,True,0.0025585937500000005,300,0.05,True
spherical-10-4,spherical,10,4,test,A2_decision_joint,decision,joint,widest,8,0.02,False,3.495870259939693e-12,300,0.20945058309007436,True,0.004896484375000001,300,0.05,True
spherical-10-4,spherical,10,4,test,A3_decision_joint_relevant,decision,joint,decision,8,0.02,False,7.531752999057062e-12,300,0.2232380830682814,True,0.004896484375000001,300,0.05,True
spherical-10-5,spherical,10,5,test,A0_global_independent,global,independent,widest,9,0.02,False,0.0,300,0.16674337501171976,True,0.0,300,0.2,True
spherical-10-5,spherical,10,5,test,A1_decision_independent,decision,independent,widest,9,0.02,False,1.862645149230957e-06,300,0.19982433307450265,True,0.010351562500000001,300,0.2,True
spherical-10-5,spherical,10,5,test,A2_decision_joint,decision,joint,widest,9,0.02,True,1.0,153,0.10706900001969188,False,0.020482421875000004,300,0.2,True
spherical-10-5,spherical,10,5,test,A3_decision_joint_relevant,decision,joint,decision,9,0.02,False,0.68359375,300,0.22203862492460757,True,0.019703125000000002,300,0.2,True
spherical-10-6,spherical,10,6,test,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.16494266700465232,True,0.0,300,0.005,True
spherical-10-6,spherical,10,6,test,A1_decision_independent,decision,independent,widest,5,0.02,False,0.0,300,0.17220933292992413,True,0.0,300,0.005,True
spherical-10-6,spherical,10,6,test,A2_decision_joint,decision,joint,widest,5,0.02,False,0.0,300,0.196007665945217,True,0.0,300,0.005,True
spherical-10-6,spherical,10,6,test,A3_decision_joint_relevant,decision,joint,decision,5,0.02,False,0.0,300,0.21258187503553927,True,0.0,300,0.005,True
spherical-10-7,spherical,10,7,test,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.16757379204500467,True,0.0,300,0.1,True
spherical-10-7,spherical,10,7,test,A1_decision_independent,decision,independent,widest,2,0.02,False,6.994405055138486e-15,300,0.18017341603990644,True,0.004117187500000001,300,0.1,True
spherical-10-7,spherical,10,7,test,A2_decision_joint,decision,joint,widest,2,0.02,False,3.899913281202316e-09,300,0.20288045797497034,True,0.007234375000000001,300,0.1,True
spherical-10-7,spherical,10,7,test,A3_decision_joint_relevant,decision,joint,decision,2,0.02,False,3.899913281202316e-09,300,0.21378408302552998,True,0.007234375000000001,300,0.1,True
convex-3-0,convex,3,0,development,A0_global_independent,global,independent,widest,5,0.02,False,4.263256414560601e-14,300,0.30956199998036027,True,0.0,300,,
convex-3-0,convex,3,0,development,A1_decision_independent,decision,independent,widest,5,0.02,True,1.0,1,0.0008249999955296516,False,0.045419921875000005,300,,
convex-3-0,convex,3,0,development,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.0008758330950513482,False,0.061005859375,300,,
convex-3-0,convex,3,0,development,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0008703330531716347,False,0.071916015625,300,,
convex-3-1,convex,3,1,development,A0_global_independent,global,independent,widest,1,0.02,False,4.320099833421409e-12,300,0.31920054205693305,True,0.0,300,,
convex-3-1,convex,3,1,development,A1_decision_independent,decision,independent,widest,1,0.02,True,1.0,1,0.0008809169521555305,False,0.04308203125,300,,
convex-3-1,convex,3,1,development,A2_decision_joint,decision,joint,widest,1,0.02,True,1.0,1,0.0008812500163912773,False,0.056330078125,300,,
convex-3-1,convex,3,1,development,A3_decision_joint_relevant,decision,joint,decision,1,0.02,True,1.0,1,0.0008726250380277634,False,0.06568164062500001,300,,
convex-3-2,convex,3,2,development,A0_global_independent,global,independent,widest,5,0.02,False,1.0408340855860843e-16,300,0.24600345792714506,True,0.0,300,,
convex-3-2,convex,3,2,development,A1_decision_independent,decision,independent,widest,5,0.02,True,1.0,1,0.0008203330216929317,False,0.048537109375,300,,
convex-3-2,convex,3,2,development,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.001101875095628202,False,0.06490234375000001,300,,
convex-3-2,convex,3,2,development,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0008687919471412897,False,0.06334375,300,,
convex-3-3,convex,3,3,calibration,A0_global_independent,global,independent,widest,4,0.02,False,0.0,300,0.14563158294185996,True,0.0,300,,
convex-3-3,convex,3,3,calibration,A1_decision_independent,decision,independent,widest,4,0.02,True,1.0,1,0.0008127910550683737,False,0.04697851562500001,300,,
convex-3-3,convex,3,3,calibration,A2_decision_joint,decision,joint,widest,4,0.02,True,1.0,1,0.0008694580756127834,False,0.06646093750000001,300,,
convex-3-3,convex,3,3,calibration,A3_decision_joint_relevant,decision,joint,decision,4,0.02,True,1.0,1,0.0008625420741736889,False,0.06801953125000001,300,,
convex-3-4,convex,3,4,test,A0_global_independent,global,independent,widest,9,0.02,False,1.847531676257841e-12,300,0.22635045798961073,True,0.0,300,,
convex-3-4,convex,3,4,test,A1_decision_independent,decision,independent,widest,9,0.02,True,1.0,1,0.0010072499280795455,False,0.05944726562500001,300,,
convex-3-4,convex,3,4,test,A2_decision_joint,decision,joint,widest,9,0.02,True,1.0,1,0.0008680409519001842,False,0.08983984375000001,300,,
convex-3-4,convex,3,4,test,A3_decision_joint_relevant,decision,joint,decision,9,0.02,True,1.0,1,0.0008758750045672059,False,0.08906054687500001,300,,
convex-3-5,convex,3,5,test,A0_global_independent,global,independent,widest,0,0.02,False,9.237055564881302e-14,300,0.31067449995316565,True,0.0,300,0.4,True
convex-3-5,convex,3,5,test,A1_decision_independent,decision,independent,widest,0,0.02,True,1.0,1,0.0008241249015554786,False,0.050875000000000004,300,0.4,True
convex-3-5,convex,3,5,test,A2_decision_joint,decision,joint,widest,0,0.02,True,1.0,1,0.0009495409904047847,False,0.069578125,300,0.4,True
convex-3-5,convex,3,5,test,A3_decision_joint_relevant,decision,joint,decision,0,0.02,True,1.0,1,0.0008801249787211418,False,0.07035742187499999,300,0.4,True
convex-3-6,convex,3,6,test,A0_global_independent,global,independent,widest,5,0.02,False,8.294591680169106e-10,300,0.25378937495406717,True,0.0,300,0.4,True
convex-3-6,convex,3,6,test,A1_decision_independent,decision,independent,widest,5,0.02,True,1.0,3,0.0014479579403996468,False,0.043861328125,300,0.4,True
convex-3-6,convex,3,6,test,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.0008771249558776617,False,0.060226562500000004,300,0.4,True
convex-3-6,convex,3,6,test,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0008614169200882316,False,0.057888671875000006,300,0.4,True
convex-3-7,convex,3,7,test,A0_global_independent,global,independent,widest,5,0.02,False,2.114575181622058e-11,300,0.25092870800290257,True,0.0,300,,
convex-3-7,convex,3,7,test,A1_decision_independent,decision,independent,widest,5,0.02,True,1.0,1,0.0007958339992910624,False,0.042302734375,300,,
convex-3-7,convex,3,7,test,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.0008720409823581576,False,0.060226562500000004,300,,
convex-3-7,convex,3,7,test,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0008378339698538184,False,0.060226562500000004,300,,
convex-6-0,convex,6,0,development,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.1309036249294877,True,0.0,300,0.4,True
convex-6-0,convex,6,0,development,A1_decision_independent,decision,independent,widest,8,0.02,True,1.0,5,0.00298700004350394,False,0.024378906250000002,300,0.4,True
convex-6-0,convex,6,0,development,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,1,0.0011704579228535295,False,0.0415234375,300,0.4,True
convex-6-0,convex,6,0,development,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,1,0.0011345830280333757,False,0.04619921875000001,300,0.4,True
convex-6-1,convex,6,1,development,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.12239833304192871,True,0.0,300,0.4,True
convex-6-1,convex,6,1,development,A1_decision_independent,decision,independent,widest,8,0.02,True,1.0,1,0.001208583009429276,False,0.057109375000000004,300,0.4,True
convex-6-1,convex,6,1,development,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,1,0.0011313330614939332,False,0.08828125,300,0.4,True
convex-6-1,convex,6,1,development,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,1,0.0010876660235226154,False,0.10075,300,0.4,True
convex-6-2,convex,6,2,development,A0_global_independent,global,independent,widest,4,0.02,False,0.0,300,0.1211909590056166,True,0.0,300,,
convex-6-2,convex,6,2,development,A1_decision_independent,decision,independent,widest,4,0.02,True,1.0,1,0.001041624927893281,False,0.0352890625,300,,
convex-6-2,convex,6,2,development,A2_decision_joint,decision,joint,widest,4,0.02,True,1.0,1,0.0011635000118985772,False,0.05321289062500001,300,,
convex-6-2,convex,6,2,development,A3_decision_joint_relevant,decision,joint,decision,4,0.02,True,1.0,1,0.0011096250964328647,False,0.06490234375000001,300,,
convex-6-3,convex,6,3,calibration,A0_global_independent,global,independent,widest,6,0.02,False,0.0,300,0.1589427919825539,True,0.0,300,,
convex-6-3,convex,6,3,calibration,A1_decision_independent,decision,independent,widest,6,0.02,True,1.0,1,0.009636208065785468,False,0.04308203125,300,,
convex-6-3,convex,6,3,calibration,A2_decision_joint,decision,joint,widest,6,0.02,True,1.0,1,0.0013075830647721887,False,0.07113671875,300,,
convex-6-3,convex,6,3,calibration,A3_decision_joint_relevant,decision,joint,decision,6,0.02,True,1.0,1,0.0011602080194279552,False,0.08048828125000002,300,,
convex-6-4,convex,6,4,test,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.13712200010195374,True,0.0,300,,
convex-6-4,convex,6,4,test,A1_decision_independent,decision,independent,widest,2,0.02,True,1.0,1,0.0010567500721663237,False,0.04074414062500001,300,,
convex-6-4,convex,6,4,test,A2_decision_joint,decision,joint,widest,2,0.02,True,1.0,1,0.0034861250314861536,False,0.05555078125,300,,
convex-6-4,convex,6,4,test,A3_decision_joint_relevant,decision,joint,decision,2,0.02,True,1.0,1,0.001207208028063178,False,0.05944726562500001,300,,
convex-6-5,convex,6,5,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.1274452080251649,True,0.0,300,,
convex-6-5,convex,6,5,test,A1_decision_independent,decision,independent,widest,7,0.02,True,1.0,1,0.001108249998651445,False,0.032951171875000004,300,,
convex-6-5,convex,6,5,test,A2_decision_joint,decision,joint,widest,7,0.02,True,1.0,1,0.0011276250006631017,False,0.053992187500000004,300,,
convex-6-5,convex,6,5,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,True,1.0,1,0.0012662919471040368,False,0.054771484375,300,,
convex-6-6,convex,6,6,test,A0_global_independent,global,independent,widest,9,0.02,False,0.0,300,0.12862274993676692,True,0.0,300,0.2,True
convex-6-6,convex,6,6,test,A1_decision_independent,decision,independent,widest,9,0.02,False,0.03564453125,300,0.1338356250198558,True,0.015806640625,300,0.2,True
convex-6-6,convex,6,6,test,A2_decision_joint,decision,joint,widest,9,0.02,True,1.0,7,0.00434741610661149,False,0.025937500000000002,300,0.2,True
convex-6-6,convex,6,6,test,A3_decision_joint_relevant,decision,joint,decision,9,0.02,True,1.0,9,0.005812917021103203,False,0.026716796875000004,300,0.2,True
convex-6-7,convex,6,7,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.17551854101475328,True,0.0,300,0.1,True
convex-6-7,convex,6,7,test,A1_decision_independent,decision,independent,widest,7,0.02,False,0.453125,300,0.13337091694120318,True,0.018144531250000002,300,0.1,True
convex-6-7,convex,6,7,test,A2_decision_joint,decision,joint,widest,7,0.02,True,1.0,1,0.0012623339425772429,False,0.028275390625,300,0.1,True
convex-6-7,convex,6,7,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,True,1.0,1,0.0011087920283898711,False,0.029833984375000004,300,0.1,True
convex-10-0,convex,10,0,development,A0_global_independent,global,independent,widest,3,0.02,False,0.0,300,0.1735082910163328,True,0.0,300,0.005,True
convex-10-0,convex,10,0,development,A1_decision_independent,decision,independent,widest,3,0.02,False,0.0,300,0.33991137496195734,True,0.0,300,0.005,True
convex-10-0,convex,10,0,development,A2_decision_joint,decision,joint,widest,3,0.02,False,0.0,300,0.3249054580228403,True,0.001,300,0.005,True
convex-10-0,convex,10,0,development,A3_decision_joint_relevant,decision,joint,decision,3,0.02,False,0.0,300,0.27279079193249345,True,0.001,300,0.005,True
convex-10-1,convex,10,1,development,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.17143966699950397,True,0.0,300,,
convex-10-1,convex,10,1,development,A1_decision_independent,decision,independent,widest,2,0.02,True,1.0,1,0.0014972080243751407,False,0.04619921875000001,300,,
convex-10-1,convex,10,1,development,A2_decision_joint,decision,joint,widest,2,0.02,True,1.0,1,0.0017483750125393271,False,0.0726953125,300,,
convex-10-1,convex,10,1,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,True,1.0,1,0.0017158330883830786,False,0.075033203125,300,,
convex-10-2,convex,10,2,development,A0_global_independent,global,independent,widest,1,0.02,False,0.0,300,0.1897889580577612,True,0.0,300,,
convex-10-2,convex,10,2,development,A1_decision_independent,decision,independent,widest,1,0.02,True,1.0,1,0.001391083002090454,False,0.05321289062500001,300,,
convex-10-2,convex,10,2,development,A2_decision_joint,decision,joint,widest,1,0.02,True,1.0,1,0.0019167499849572778,False,0.05321289062500001,300,,
convex-10-2,convex,10,2,development,A3_decision_joint_relevant,decision,joint,decision,1,0.02,True,1.0,1,0.0014850409934297204,False,0.05243359375000001,300,,
convex-10-3,convex,10,3,calibration,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.17252687504515052,True,0.0,300,,
convex-10-3,convex,10,3,calibration,A1_decision_independent,decision,independent,widest,2,0.02,True,1.0,1,0.001501415972597897,False,0.04619921875000001,300,,
convex-10-3,convex,10,3,calibration,A2_decision_joint,decision,joint,widest,2,0.02,True,1.0,1,0.001705958042293787,False,0.07970898437500001,300,,
convex-10-3,convex,10,3,calibration,A3_decision_joint_relevant,decision,joint,decision,2,0.02,True,1.0,1,0.0014446250861510634,False,0.08126757812500002,300,,
convex-10-4,convex,10,4,test,A0_global_independent,global,independent,widest,6,0.02,False,0.0,300,0.17179283301811665,True,0.0,300,,
convex-10-4,convex,10,4,test,A1_decision_independent,decision,independent,widest,6,0.02,True,1.0,1,0.0014159169513732195,False,0.03684765625,300,,
convex-10-4,convex,10,4,test,A2_decision_joint,decision,joint,widest,6,0.02,True,1.0,1,0.0014800409553572536,False,0.057109375000000004,300,,
convex-10-4,convex,10,4,test,A3_decision_joint_relevant,decision,joint,decision,6,0.02,True,1.0,1,0.001569082960486412,False,0.061005859375,300,,
convex-10-5,convex,10,5,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.17265724996104836,True,0.0,300,,
convex-10-5,convex,10,5,test,A1_decision_independent,decision,independent,widest,7,0.02,True,1.0,1,0.0014161249855533242,False,0.04697851562500001,300,,
convex-10-5,convex,10,5,test,A2_decision_joint,decision,joint,widest,7,0.02,True,1.0,1,0.001474916934967041,False,0.082826171875,300,,
convex-10-5,convex,10,5,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,True,1.0,1,0.0016860839677974582,False,0.082826171875,300,,
convex-10-6,convex,10,6,test,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.17455962498206645,True,0.0,300,,
convex-10-6,convex,10,6,test,A1_decision_independent,decision,independent,widest,8,0.02,True,1.0,1,0.0016052920836955309,False,0.03450976562500001,300,,
convex-10-6,convex,10,6,test,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,1,0.0015264999819919467,False,0.057109375000000004,300,,
convex-10-6,convex,10,6,test,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,1,0.001517374999821186,False,0.056330078125,300,,
convex-10-7,convex,10,7,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.17321016697678715,True,0.0,300,0.2,True
convex-10-7,convex,10,7,test,A1_decision_independent,decision,independent,widest,7,0.02,True,1.0,1,0.002287000068463385,False,0.032171875,300,0.2,True
convex-10-7,convex,10,7,test,A2_decision_joint,decision,joint,widest,7,0.02,True,1.0,1,0.0015443750889971852,False,0.061005859375,300,0.2,True
convex-10-7,convex,10,7,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,True,1.0,1,0.0016319999704137444,False,0.05866796875000001,300,0.2,True
disconnected-3-0,disconnected,3,0,development,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.15210708300583065,True,0.0,300,0.1,True
disconnected-3-0,disconnected,3,0,development,A1_decision_independent,decision,independent,widest,2,0.02,False,0.000370025634765625,300,0.10415958310477436,True,0.004896484375000001,300,0.1,True
disconnected-3-0,disconnected,3,0,development,A2_decision_joint,decision,joint,widest,2,0.02,False,0.00726318359375,300,0.12835812498815358,True,0.008013671875000001,300,0.1,True
disconnected-3-0,disconnected,3,0,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,False,0.0107421875,300,0.14190787507686764,True,0.009572265625000001,300,0.1,True
disconnected-3-1,disconnected,3,1,development,A0_global_independent,global,independent,widest,6,0.02,False,0.0,300,0.19047354196663946,True,0.0,300,,
disconnected-3-1,disconnected,3,1,development,A1_decision_independent,decision,independent,widest,6,0.02,True,1.0,1,0.0008294170256704092,False,0.09139843750000001,300,,
disconnected-3-1,disconnected,3,1,development,A2_decision_joint,decision,joint,widest,6,0.02,True,1.0,1,0.0010338339488953352,False,0.15374218750000002,300,,
disconnected-3-1,disconnected,3,1,development,A3_decision_joint_relevant,decision,joint,decision,6,0.02,True,1.0,1,0.0016039590118452907,False,0.168548828125,300,,
disconnected-3-2,disconnected,3,2,development,A0_global_independent,global,independent,widest,2,0.02,False,6.473044322774513e-12,300,0.30240441707428545,True,0.0,300,,
disconnected-3-2,disconnected,3,2,development,A1_decision_independent,decision,independent,widest,2,0.02,True,1.0,1,0.0008105000015348196,False,0.087501953125,300,,
disconnected-3-2,disconnected,3,2,development,A2_decision_joint,decision,joint,widest,2,0.02,True,1.0,1,0.0008842919487506151,False,0.1412734375,300,,
disconnected-3-2,disconnected,3,2,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,True,1.0,1,0.0009090830571949482,False,0.15608007812500002,300,,
disconnected-3-3,disconnected,3,3,calibration,A0_global_independent,global,independent,widest,9,0.02,False,1.3877787807814457e-17,300,0.13343554199673235,True,0.0,300,,
disconnected-3-3,disconnected,3,3,calibration,A1_decision_independent,decision,independent,widest,9,0.02,True,1.0,1,0.0008355419849976897,False,0.0976328125,300,,
disconnected-3-3,disconnected,3,3,calibration,A2_decision_joint,decision,joint,widest,9,0.02,True,1.0,1,0.0008729590335860848,False,0.149845703125,300,,
disconnected-3-3,disconnected,3,3,calibration,A3_decision_joint_relevant,decision,joint,decision,9,0.02,True,1.0,1,0.000984958023764193,False,0.171666015625,300,,
disconnected-3-4,disconnected,3,4,test,A0_global_independent,global,independent,widest,4,0.02,False,2.9032332093947844e-14,300,0.24370058299973607,True,0.0,300,0.02,True
disconnected-3-4,disconnected,3,4,test,A1_decision_independent,decision,independent,widest,4,0.02,False,0.00030517578125,300,0.10206800000742078,True,0.004896484375000001,300,0.02,True
disconnected-3-4,disconnected,3,4,test,A2_decision_joint,decision,joint,widest,4,0.02,False,0.0011844635009765625,300,0.12851166701875627,True,0.008792968750000001,300,0.02,True
disconnected-3-4,disconnected,3,4,test,A3_decision_joint_relevant,decision,joint,decision,4,0.02,False,0.01123046875,300,0.14158108399715275,True,0.009572265625000001,300,0.02,True
disconnected-3-5,disconnected,3,5,test,A0_global_independent,global,independent,widest,6,0.02,False,3.642919299551295e-16,300,0.24774066591635346,True,0.0,300,,
disconnected-3-5,disconnected,3,5,test,A1_decision_independent,decision,independent,widest,6,0.02,True,1.0,1,0.0008177079726010561,False,0.128025390625,300,,
disconnected-3-5,disconnected,3,5,test,A2_decision_joint,decision,joint,widest,6,0.02,True,1.0,1,0.0008758750045672059,False,0.215306640625,300,,
disconnected-3-5,disconnected,3,5,test,A3_decision_joint_relevant,decision,joint,decision,6,0.02,True,1.0,1,0.0008816660847514868,False,0.22076171875,300,,
disconnected-3-6,disconnected,3,6,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.136574708041735,True,0.0,300,0.1,True
disconnected-3-6,disconnected,3,6,test,A1_decision_independent,decision,independent,widest,7,0.02,False,0.0005645751953125,300,0.1070475410670042,True,0.005675781250000001,300,0.1,True
disconnected-3-6,disconnected,3,6,test,A2_decision_joint,decision,joint,widest,7,0.02,False,0.0023193359375,300,0.1326005409937352,True,0.007234375000000001,300,0.1,True
disconnected-3-6,disconnected,3,6,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,False,0.006103515625,300,0.1401212919736281,True,0.008013671875000001,300,0.1,True
disconnected-3-7,disconnected,3,7,test,A0_global_independent,global,independent,widest,6,0.02,False,8.548717289613705e-15,300,0.3084717500023544,True,0.0,300,,
disconnected-3-7,disconnected,3,7,test,A1_decision_independent,decision,independent,widest,6,0.02,True,1.0,1,0.0008479999378323555,False,0.142052734375,300,,
disconnected-3-7,disconnected,3,7,test,A2_decision_joint,decision,joint,widest,6,0.02,True,1.0,1,0.0008814169559627771,False,0.23089257812500003,300,,
disconnected-3-7,disconnected,3,7,test,A3_decision_joint_relevant,decision,joint,decision,6,0.02,True,1.0,1,0.0008661249885335565,False,0.255830078125,300,,
disconnected-6-0,disconnected,6,0,development,A0_global_independent,global,independent,widest,0,0.02,False,0.0,300,0.1504973330302164,True,0.0,300,0.4,True
disconnected-6-0,disconnected,6,0,development,A1_decision_independent,decision,independent,widest,0,0.02,True,1.0,119,0.05226858297828585,False,0.020482421875000004,300,0.4,True
disconnected-6-0,disconnected,6,0,development,A2_decision_joint,decision,joint,widest,0,0.02,True,1.0,1,0.001150666968896985,False,0.036068359375,300,0.4,True
disconnected-6-0,disconnected,6,0,development,A3_decision_joint_relevant,decision,joint,decision,0,0.02,True,1.0,1,0.0010965419933199883,False,0.039185546875000005,300,0.4,True
disconnected-6-1,disconnected,6,1,development,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.15061870904173702,True,0.0,300,,
disconnected-6-1,disconnected,6,1,development,A1_decision_independent,decision,independent,widest,5,0.02,True,1.0,1,0.0010393329430371523,False,0.039964843750000006,300,,
disconnected-6-1,disconnected,6,1,development,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.001106083975173533,False,0.07035742187499999,300,,
disconnected-6-1,disconnected,6,1,development,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0012730839662253857,False,0.07892968750000001,300,,
disconnected-6-2,disconnected,6,2,development,A0_global_independent,global,independent,widest,8,0.02,False,0.0,300,0.1468432080000639,True,0.0,300,0.2,True
disconnected-6-2,disconnected,6,2,development,A1_decision_independent,decision,independent,widest,8,0.02,False,0.0126953125,300,0.1323822500417009,True,0.014248046875000002,300,0.2,True
disconnected-6-2,disconnected,6,2,development,A2_decision_joint,decision,joint,widest,8,0.02,True,1.0,5,0.0034467909717932343,False,0.022820312500000002,300,0.2,True
disconnected-6-2,disconnected,6,2,development,A3_decision_joint_relevant,decision,joint,decision,8,0.02,True,1.0,5,0.0033190000103786588,False,0.025937500000000002,300,0.2,True
disconnected-6-3,disconnected,6,3,calibration,A0_global_independent,global,independent,widest,4,0.02,False,0.0,300,0.22629412496462464,True,0.0,300,,
disconnected-6-3,disconnected,6,3,calibration,A1_decision_independent,decision,independent,widest,4,0.02,True,1.0,1,0.0010681669227778912,False,0.06334375,300,,
disconnected-6-3,disconnected,6,3,calibration,A2_decision_joint,decision,joint,widest,4,0.02,True,1.0,1,0.0011193329701200128,False,0.11789453125000002,300,,
disconnected-6-3,disconnected,6,3,calibration,A3_decision_joint_relevant,decision,joint,decision,4,0.02,True,1.0,1,0.0011107909958809614,False,0.13192187500000002,300,,
disconnected-6-4,disconnected,6,4,test,A0_global_independent,global,independent,widest,0,0.02,False,0.0,300,0.13113899994641542,True,0.0,300,0.4,True
disconnected-6-4,disconnected,6,4,test,A1_decision_independent,decision,independent,widest,0,0.02,True,1.0,1,0.001049291924573481,False,0.0352890625,300,0.4,True
disconnected-6-4,disconnected,6,4,test,A2_decision_joint,decision,joint,widest,0,0.02,True,1.0,1,0.001116375089623034,False,0.042302734375,300,0.4,True
disconnected-6-4,disconnected,6,4,test,A3_decision_joint_relevant,decision,joint,decision,0,0.02,True,1.0,1,0.00120433303527534,False,0.07113671875,300,0.4,True
disconnected-6-5,disconnected,6,5,test,A0_global_independent,global,independent,widest,3,0.02,False,0.0,300,0.14981224993243814,True,0.0,300,,
disconnected-6-5,disconnected,6,5,test,A1_decision_independent,decision,independent,widest,3,0.02,True,1.0,1,0.001090874895453453,False,0.075033203125,300,,
disconnected-6-5,disconnected,6,5,test,A2_decision_joint,decision,joint,widest,3,0.02,True,1.0,1,0.001207832945510745,False,0.145169921875,300,,
disconnected-6-5,disconnected,6,5,test,A3_decision_joint_relevant,decision,joint,decision,3,0.02,True,1.0,1,0.0011742919450625777,False,0.15608007812500002,300,,
disconnected-6-6,disconnected,6,6,test,A0_global_independent,global,independent,widest,7,0.02,False,0.0,300,0.16768287494778633,True,0.0,300,0.4,True
disconnected-6-6,disconnected,6,6,test,A1_decision_independent,decision,independent,widest,7,0.02,True,1.0,1,0.001085833995603025,False,0.057109375000000004,300,0.4,True
disconnected-6-6,disconnected,6,6,test,A2_decision_joint,decision,joint,widest,7,0.02,True,1.0,1,0.001226999913342297,False,0.11166015625,300,0.4,True
disconnected-6-6,disconnected,6,6,test,A3_decision_joint_relevant,decision,joint,decision,7,0.02,True,1.0,1,0.0011335000162944198,False,0.11867382812500002,300,0.4,True
disconnected-6-7,disconnected,6,7,test,A0_global_independent,global,independent,widest,5,0.02,False,0.0,300,0.21943449997343123,True,0.0,300,0.1,True
disconnected-6-7,disconnected,6,7,test,A1_decision_independent,decision,independent,widest,5,0.02,False,0.134765625,300,0.16790766699705273,True,0.0165859375,300,0.1,True
disconnected-6-7,disconnected,6,7,test,A2_decision_joint,decision,joint,widest,5,0.02,True,1.0,1,0.0014215839328244328,False,0.029054687500000002,300,0.1,True
disconnected-6-7,disconnected,6,7,test,A3_decision_joint_relevant,decision,joint,decision,5,0.02,True,1.0,1,0.0013390840031206608,False,0.029833984375000004,300,0.1,True
disconnected-10-0,disconnected,10,0,development,A0_global_independent,global,independent,widest,2,0.02,False,0.0,300,0.17985891608987004,True,0.0,300,0.05,True
disconnected-10-0,disconnected,10,0,development,A1_decision_independent,decision,independent,widest,2,0.02,False,1.0231815394945443e-12,300,0.1929607919882983,True,0.004896484375000001,300,0.05,True
disconnected-10-0,disconnected,10,0,development,A2_decision_joint,decision,joint,widest,2,0.02,False,3.4831464290618896e-07,300,0.21179491700604558,True,0.009572265625000001,300,0.05,True
disconnected-10-0,disconnected,10,0,development,A3_decision_joint_relevant,decision,joint,decision,2,0.02,False,3.6507844924926758e-06,300,0.229974125046283,True,0.010351562500000001,300,0.05,True
